0.00463498,0.866722,0.283449,0.88774,0.696721,0.887611,0.00535201,0.917486,0.182238,0.871695,0.862747,0.871413,0.00539241,0.88941,0.204748,0.870168,0.788026,0.86994,0.00271881,0.904345,0.40013,0.934105,0.531944,0.934034,0.00458362,0.93001,0.201957,0.889402,0.801921,0.889232,0.00349541,0.830058,0.357925,0.914362,0.504544,0.914362,
0.0107656,0.883147,0.117869,0.786353,1.07405,0.781705,0.00923367,0.856571,0.146821,0.804114,0.967684,0.801238,0.00860636,0.809853,0.182736,0.809435,0.865495,0.807466,0.00507533,0.899716,0.322682,0.88684,0.686188,0.885721,0.00819751,0.924785,0.135469,0.822195,0.986181,0.819899,0.00396658,0.751244,0.471003,0.903043,0.470449,0.90302,
0.0102027,0.890186,0.12008,0.791412,1.06479,0.787523,0.00923778,0.85721,0.146984,0.801823,0.968243,0.799084,0.00891933,0.815162,0.173578,0.803322,0.889852,0.801168,0.00448021,0.90544,0.341275,0.894978,0.655536,0.894503,0.00691344,0.93285,0.14686,0.839471,0.94893,0.838594,0.0033016,0.795413,0.482701,0.919111,0.449982,0.919111,
0.00512464,0.857227,0.273191,0.876639,0.721165,0.876419,0.00666689,0.923843,0.137078,0.843686,0.973754,0.842983,0.00680934,0.889672,0.164762,0.839211,0.89679,0.838607,0.00162649,0.892076,0.564577,0.960151,0.35738,0.960151,0.00408574,0.91081,0.241719,0.899944,0.705848,0.89994,0.00307766,0.86722,0.363692,0.924597,0.521787,0.924597,
0.00627517,0.853873,0.22792,0.856418,0.799848,0.85544,0.00871593,0.898112,0.128613,0.816749,1.01779,0.813958,0.00857896,0.853835,0.15458,0.812744,0.923253,0.810629,0.00218052,0.82422,0.605486,0.946577,0.343838,0.946577,0.00482674,0.877392,0.255774,0.884206,0.699945,0.88396,0.00342282,0.84148,0.373758,0.916141,0.514853,0.916141,
0.00580879,0.822356,0.262436,0.864706,0.715542,0.864087,0.00699973,0.889173,0.274071,0.858852,0.824319,0.855965,0.00484249,0.790313,0.45269,0.89136,0.57514,0.890801,0.0028051,0.895692,0.631768,0.941745,0.393532,0.940698,0.00510478,0.829235,0.333458,0.877841,0.673471,0.87755,0.00615532,0.842868,0.219439,0.853982,0.752797,0.853503,
0.0169367,0.776789,0.119541,0.738849,1.09903,0.72723,0.0167587,0.759621,0.117564,0.733657,1.08515,0.722259,0.0147213,0.716817,0.151525,0.749839,0.980307,0.74087,0.00432543,0.837059,0.391323,0.898233,0.564444,0.897812,0.00796466,0.88267,0.162005,0.823479,0.893027,0.821617,0.0046658,0.737592,0.388161,0.885688,0.497217,0.885688,
0.00956718,0.859452,0.145461,0.808259,0.981422,0.804523,0.00863717,0.872824,0.16638,0.817886,0.948166,0.815154,0.00777839,0.85572,0.219126,0.831595,0.851216,0.829519,0.00276058,0.886467,0.442746,0.932768,0.495921,0.932728,0.00470963,0.919804,0.200797,0.885688,0.800579,0.885581,0.00272086,0.803879,0.544559,0.933339,0.384348,0.933339,
0.0112998,0.84314,0.136072,0.79354,1.01461,0.788163,0.0106355,0.855522,0.148256,0.798564,1.0033,0.793878,0.00936721,0.838666,0.190304,0.811508,0.906246,0.807948,0.00287906,0.882965,0.436625,0.929776,0.503452,0.929745,0.00504862,0.916114,0.194918,0.878546,0.809644,0.878322,0.00318039,0.798486,0.481788,0.922081,0.427068,0.922081,
0.0167025,0.769637,0.119597,0.737275,1.08855,0.72584,0.0163409,0.761991,0.1168,0.73455,1.07778,0.723581,0.0141261,0.72111,0.152723,0.752514,0.970443,0.74416,0.00488152,0.824209,0.372128,0.886174,0.588597,0.885597,0.00896658,0.870593,0.155705,0.809357,0.912749,0.806453,0.00511437,0.722643,0.360502,0.874698,0.516938,0.874698,
