0.00122723,0.991846,0.191153,0.969933,0.815943,0.969933,0.00116833,0.979924,0.318027,0.971376,0.632971,0.971376,0.00122723,0.980764,0.292778,0.969933,0.668769,0.969933,0.000162991,0.977782,0.812346,0.996007,0.15943,0.996007,0.00120942,0.987719,0.248427,0.970369,0.7284,0.970369,0.00108547,0.968702,0.378933,0.973406,0.525593,0.973406,
0.00127243,0.992835,0.189187,0.968826,0.833791,0.968826,0.0012601,0.981234,0.319839,0.969128,0.654365,0.969128,0.00127585,0.976084,0.322529,0.968742,0.63217,0.968742,0.000152034,0.977168,0.829467,0.996275,0.148223,0.996275,0.00120463,0.9874,0.270323,0.970487,0.709674,0.970487,0.00104712,0.966819,0.396121,0.974346,0.503478,0.974346,
0.00286742,0.989209,0.149033,0.931449,0.966466,0.931279,0.00253664,0.977916,0.239665,0.940699,0.80528,0.94043,0.00167648,0.961458,0.376883,0.959374,0.574989,0.959329,0.000237639,0.963637,0.835229,0.994178,0.152128,0.994178,0.00194768,0.98709,0.231567,0.952282,0.809751,0.952282,0.001671,0.969529,0.295866,0.95906,0.645295,0.95906,
0.00274072,0.984699,0.201604,0.932897,0.903355,0.932893,0.0024435,0.968875,0.245433,0.940134,0.766024,0.940134,0.00234968,0.960345,0.270047,0.942433,0.722598,0.942433,3.01329e-05,0.770464,0.995309,0.999262,0.00831222,0.999262,0.00118408,0.97444,0.310288,0.97099,0.569197,0.97099,0.000912889,0.953534,0.550731,0.977634,0.392354,0.977634,
0.000747843,0.990781,0.259342,0.981678,0.670301,0.981678,0.000584851,0.978868,0.456497,0.985671,0.438403,0.985671,0.00038077,0.943244,0.827051,0.990671,0.184408,0.990671,3.83509e-05,0.981973,0.946001,0.99906,0.058583,0.99906,0.000791672,0.987588,0.29247,0.980604,0.6055,0.980604,0.000756746,0.97115,0.456437,0.98146,0.438647,0.98146,
0.00180797,0.949199,0.38201,0.955705,0.567435,0.955705,0.00233187,0.913967,0.374548,0.942869,0.532731,0.942869,0.000665662,0.972683,0.774168,0.983736,0.267186,0.983732,0,-nan(ind),1,1,-0,1,0.000853308,0.945648,0.634306,0.979094,0.347678,0.979094,0.00119915,0.925918,0.587874,0.970621,0.365168,0.970621,
0.00226613,0.938718,0.346711,0.947148,0.606526,0.946896,0.0019963,0.922248,0.419629,0.95488,0.50412,0.954554,0.00179154,0.872839,0.671804,0.96722,0.335842,0.966577,0.000182167,0.864464,0.958224,0.995537,0.0535594,0.995537,0.00159362,0.932965,0.431862,0.96127,0.468803,0.961238,0.00065265,0.867569,0.85296,0.984413,0.162425,0.984372,
0.00189632,0.938386,0.402265,0.95363,0.546471,0.953621,0.00247569,0.896068,0.387126,0.939614,0.510774,0.939587,0.000691001,0.943486,0.827227,0.983115,0.209728,0.983111,0,-nan(ind),1,1,-0,1,0.000921107,0.934534,0.659874,0.977433,0.332247,0.977433,0.00122723,0.911901,0.617081,0.969933,0.333402,0.969933,
0.00194836,0.980248,0.210829,0.952265,0.801469,0.952265,0.00218737,0.960368,0.285459,0.946409,0.697828,0.946409,0.00196138,0.964265,0.296453,0.951946,0.666083,0.951946,0.000436242,0.966339,0.661649,0.989312,0.258711,0.989312,0.00126832,0.980008,0.291982,0.968926,0.642458,0.968926,0.0011293,0.96335,0.425414,0.972332,0.502809,0.972332,
0.00202712,0.979917,0.256106,0.951275,0.777258,0.951181,0.00198808,0.978209,0.309884,0.952232,0.718056,0.952138,0.00164293,0.956739,0.401572,0.959748,0.573961,0.959748,0,-nan(ind),1,1,-0,1,0.00082112,0.9804,0.35955,0.979883,0.545637,0.979883,0.000834132,0.975565,0.423058,0.979564,0.489528,0.979564,
